0
2호님 3호님 자매가 맞네욬 말투 웃음소리 다 똑같앸
웃기넼
형 피온4 광고 연기 잘하드라
1 오토바이 뽑았다고 쇼바 높이 올렸다는거 왜케웃겨 
축구유형 15가지를 알고 2호님과 사랑에 빠졌습니다
2호님과3호님 말투 똑같은게 진짜 재밋다
찐따 연기 진짜 잘한다 
2호님 양아치 연기가 마이네임 걔급으로 잘하시네 
진따님 바지 지퍼 안 잠기는거  웃다 
연기 실력이 갈수록 늘어 
2호님 하늘에서 내려오신 천사이신줄 알았습니다
축구 분석이고 뭐가 이런게 젤 재밌다 물론 축구분석도 좋아함
아   너무 웃다가 울고가요   진짜형님 이 영상으로 저으 마음이 사로잡혔어유 흐흐흐 애정합니다
웃기넼
연기 개잘하네 진짴형 연기해 진지하게
앜 너무 재밌다 이거 
2호님 미모에 감탄하다가 진따 연기에 놀라다가 2호님 연기에 더 놀라버림
와 3호님일진연기가 연기야 경험이야일진출신인줄
역시 나영석 pd다운 편집입니다
신입 체육쌤이 존똑이넼
연기가 혼자 제일 많이 늘었네
조오ㆍ오나웃곀
와 2호님이 이렇게 미인이셨나
오늘 점심시간에 봤던 장면들이 싹다 모여있네요
와 진짜 짱 재밌다⚽️
일찐연기 지린닼
신발꾸겨졌잔아 그말할때 콜라먹다 빵터짐
본인 이야기우리학교 가정쌤이  예쁘거든요… 암튼 학교 스포츠클럽시간에 담당쌤이 빠져서 가정쌤이 들어왔는데 가정쌤보고 각성해서 해트트릭 박고 옴
 와 이 빡침은 절대 못참지
축구잘하는 애가 칭찬해줄때 일주일간 행복함 
 8일 남았습니다화이팅💪
진짜님 진짜 진따 연기 잘하셔
쿠키 영상이 진짜 개똑같다
2호님은 옛날 모습 보여주신 것 같은데  <<이런 댓글 예상하셨죠
못 차는 연기 하려는데 아웃프론트 임팩트 정확해버리기 
 체육새끼 왜케 웃기냐 
 이거 축구 잘 못하는 수비수 친구들이 이런거 막 3일동안 기억함 흑흑
학창시절 잘봤습니다 진짜형
2호님 3호님 목소리 진짜 똑같으시네 
개재밌넼
골킥못차는거 나랑 똑같네
개웃기네
 10일인가 남지않음수험생들 화이팅
형수님 흐하하하 웃음소리가 더 웃긴네여 
그래 이거지 이게 진짜진짜 김진짜님이지
2호님 진짜 고등학생같네
형 피파영상에서 형 연기력보고 지렸어
찐따를 보니 초딩때 공격수 중딩때 수비수 고딩때 골기퍼 했던 제 학창시절이 생각나는군요
 연기 감탄
철도대 걸어서 10분 거리인데 나중에 한번 만나서 같이 축구 해보고 싶네요
 마지막에 웃는것까지 나잖아
오랜만에 유형 재밌네요완전 팬이에요
진짜님이 입으신 교복어디서 많이 봤다 했더니 제가 졸업한 중학교흥진중 교복이네요  되게 반가우면서 낯선
 개인정 
김진짜  배나온거봐 😆 
진다형 40만 다돼가네
이건 못참지
이정도면 2호님 담배가 거짓말은 아닌듯
3호님이 갑자기 날씬해 지셔서 몸 괜찮은 건가 했는데 알고 보니 2호님이셨군요2호님이라고 말씀하시기 전까지 3호님인 줄 알았어요 😅😅😅
아 갑자기 까먹었네 골대앞에서도 개쎄게 슛 때리는 애들 있는데 이게 없네 
웃을일 없었는데 웃었다 저 자신감 뭐여 매소드급 연기 
여자의식체육대회때 어마머하지
1 2호님 눈 화장 
와 농구하는애 골키퍼 진짜공감  약간 동떨어진 친구가 키퍼보죠
2호님 진짜 현역 여고생 아니냐 와 교복 너무 잘 맞는데  게다가 미인이라 그런지 반에 한명씩 있는 짝사랑 상이네형 이렇게 적는거 맞지
 개웃기다
이번건은 2호님이 살렸다  교복입고 입중계 해줘요 고딩버전 입중계 가즈아
학교에서 축구할 떄 만큼은 지들이 호날두 메시임 
순간 3호님이 벌써 출산하고나왔나했음 목소리 얼굴이 자매아니랄까 똑같아서 놀랐다
아니 2호님 연기 너무 잘하시는데
  한명씩은 있음
뭐야3호님이 더빙한건가 2호님 3호님 목소리 완전 판박이네 
포지션 바꾸는 애들도있는데  공격에서 수비 수비에서 공격으로 
 웃기네
카타르 월드컵 붉은악마 응원석 비중 90프로를 여성으로 채우면 16강 현실적으로 가능할듯
이거 컨셉 맞음  자기 고딩생활 아님  2호님 인기 급상승 
 형님 요즘은 체조 저렇게 안합니다 행님 어느시절에 살고 계신건가요
이 영상은 진따의 학창시절을 바탕으로 제작되었습니다
가발쓴거 킹받네
2호님도 자주나오세요
 교복뚫고나오는핏 
 Sarah kang - Time Traveling 제가 자주 듣는 노래인데 진짜님 영상에서 나오네요 
에스파 카리나 특별출연  진짜님 섭외 어떻게 하셨어요2호님 이만하면 됬죠
2호님 교복 어울리는거 말도안됨
2호님 미모 무엇 왜 유튜브 안 올려주세요
썸네일부터 개공감
2호님은 연기인가 연기를 가장한 현실인가
2호님 목소리도 3호님이랑 똑같으시네
 2호님이 하는 뒤통수 엿날리기 하다 걸려서 선도갈뻔했는데 반성문으로 끝남 
2호님 화장하니까 미모가 
2호님 미모에 들어와서 다 봤네요              엄청 예쁘시다☆
체육샘 계속 출연시켜주세요 개재밌음
이런 영상 많이 찍어주세요 재밌어요
z 존나 웃기네 진짜
뭐야 갈수록 퀄이 좋아지는거 킹받네 연기학원 다녀요
아 맞다 이 형 서울대였지 
1 찐인데
이거 너무 좋음
왤케 예쁘냐 진짜
2호님 진짜 전내 이쁘다 
와 이번에 개재미있어 
형 흥진중 출신이야  와 흥진중 자랑스럽다
 남고여서 못느껴본 그런감정 
2호님 예뻐서 무지성 무한반복 재생중
 공이랑 진따중에 고르는거 국룰
반가운 교복이네요 
썸네일 2호님 미모 어마무시하네요
 체육새끼 아니 왤케 웃기냐 
  뻑유 이거 국룰이지 
와2호님 목소리까지 3호님이랑 존똑
초 저 때 진짜  같아서 개빡겜하게 됨
개재미써 
아니 진짜 어케 3호님이 진짜님을 좋아하시게된거지미스테리야킹받는다
2호님 연기학원 다니나봄 
진짜형 우리 중학교 선배이셨군요교복이 낯이 익으
아 너무 웃기네
김진짜  왈 --눈 감고  리프팅   51개 하면 40억 드려요Physiotherapy
2호님 미모 물올랐다
불규칙바운드핑계충도 있는데 
쏘울에서 우러나는 찐따연기 진정성이 느껴짐
 체육쌤
와 자매가 목소리 외모가 다 똑같다니
15번이 제일 자연스럽네요 
학교 건물옥상이나 나무에 공 올라가는 경우도 있는데 졸빡   근데 그걸 잘 주워오는 친구도 있음
와 소름 3호님인줄 두번째 볼때 댓글 보면서 보니까 겨우 깨달았네 거의 쌍둥이 수준이시네 목소리도 똑같냐 어케 
 아니  바지 안 잠기는 거 봐 개웃기네 
 2호님은 왜 농구공 들고 축구하자고 함
아이구재밌다 2호님 예쁘다
🤣
학교에서 잘하면 공격수 못하면 수비수
옛날 생각  많이나네요 돌아가고싶어요 자고알어나면 그때였으면 소원이앖겠네요 
진짜님은 진짜 인격이 여러개인게 분명해 하나일리가 없어절대로
공부잘하는애들이 또운동잘함
왼발잡이는 무조건 정발 윙어키작으면 풀백크면 센터백
여자애들 앉아있는곳쪽 서성이면서  패스패스외치고 공툭툭 건드리다가 마르세유턴해주면 여자애들 좋아죽음  팬텀드리블로 제끼면 그날 일부다처제 실현가능
 5초 만에 54에서 43으로 시험 점수가 바뀌는 클라스
연기 너무 잘해요 굿굿
2호님 연기 졸라 잘하드라근데 진짜 이쁘시네 
아니 마지막 체육쌤 말투가 그 미생에 특이하게 말하는 대리 한명이랑 진짜 개 똑디넼
너무리얼리티네 
 말은 이렇고 들고 있는건 농구공 낭만 있습니다 형님
 바지에 단추가 풀린거 개웃기네
2호님 안보이시더니 껌좀 씹고 계셨구나 
고등학생이 수능공부 안하고 IELTS공부하니까 점수가 안나오짘
2호님 연기가 아니라 재연이구나
2호님 조녜
형 벌점-3점이면  좋은 거 아니야
사모님 친동생같은데목소리 외모 다 닮앗는데요 
 일주일 남았네요 야발…하지만 김진짜는 못참지
입으신 교복이 저희 학교인데혹시 선배림이십니까
공격수  잘나가는애들 선출미드필더  그저그런애들수비  선출은 아니지만 잘하는애들골키퍼 
와근데 목소리까지 똑같을수가 있나요 허허 
와 뭐야 2호  이뻐 
2호님 배우하셔도 되겠어용
인트로부터 킹받네 
헐 2호님 개설렌다  
 뽑기 와중에 바지 안잠겨있는 거 매력 포인트
재밌어유
진짜형님 2년전인가 흥진중에서 축구 가르쳐 주셔서 그런지 흥진중 교복 입고 계시네요
12번 날다람쥐아니라 정비공형임
점심시간 돌고계신 할머니까지 재현하다니
이야 2호님 미모가
신입 체육쌤 빳빳한거 
2호님대박2호님이 다살렸네
가끔 선생님이 축구하셔서 같이 해보신분 없어요 선생님이랑 몸싸움 하고 막
와 2호님겁나 이뻐요
 축구할껀데 농구공은 왜 들고있냐구
축구 규칙도 제대로 모르고 농구만 하는데 같이 축구하면 무조건 골기퍼 시키는거  
최강 한국철도대학교💪
 이런 얘들 진짜 많음
아오 PTSD 킹받네 
진짜님 때는 꼬리표라고 불렀나봐요 저흰 칼국수라고 했는데  아 저 실같은 종이 PTSD 온다
근데 진짜형 영상맨날 나오시는분 이름이뭐죠 존나 재밌는데 
이 영상이 불편한 분들이 있다면 그건 진따에게서 나의 모습을 봤기 때문크흨😭😭😭
 빠큐 본 사람 아무도 없나 개웃긴데 
현실고증 요류 누가 교복마이 입고 축구합니꽈더워 지디는뒈아  그리고… 썸넬 순간 3호님인줄
와역대급이네밬개욱김
일단 여자가 모든 상황에 다껴있음
0 2호님 뻐큐  존웃
인생은 김진짜처럼
김진짜 님은 연기인것같은데 2호님은 몸에 베어있는것같은데요 연기라면 재능입니다진짜 두분다 끼다 어마무시하군요
간식시간이나 점심 시간떄 축구하다가 다음 수업들어가는 종 울리면 애들이 다 얘들아 막골 골든볼  이러고 계속 못넣으면 한명씩 다 참다못해 다음 수업 들어감  그리고 선생님한테 혼남
1김진짜님은 걍 연기하시는게
형 연긴데 빡치는 이유는 뭘까
저거 뽑는거 개공감 꼭 잘하는 애들끼리 뽑고 못하는 사람 남으면 깍두기로 들어가야함…아니면 팀 밸런스 안 맞아 이러면서 꼭 몇명 바꿈
 종류를 이해한다규칙을 이해하고 실행할 수 있다경기 평가
뛰는 진따위에 날고있는 2호님
코미디언 김용명 형님 섭외한줄 알았네
찐따님이 막 캐리한다면 이런것도 찍어주세요
2호님 미모 
아니 진짜 너무 예쁘셔미쳤다 진짜님 2호님께 제 이상형이라고 해주세요제가 20대인건 안비밀 하 너무 이쁘셔주접떨어서 죄송합니다 진심이에요
진따형 그리웠다
썸네일 2호님보고 바로 달려왔다
남중 남고는 소리없이 눈물 훔칩니다
배나와서 바지단추안잠궈지시넼
 뻐큐디테일
 2호님 외모 뭐야
학교가 많이 변했구나 선생님들 힘들겠네
1 첫시간이면 봐줄만 하지 않나요
산책하는 할머니 
형 이마 많이 넓네나이는 내가 더 많은거 같은데형이 먼저 벗겨졌으니까 형이라고 부를게 그냥
근데 항상 진따 볼때마다 이마가 너무 넓음
농구를 찐다로 표현하다니
김진짜님 영상 잘보고있습니다 하지만 이번영상은 초반에 축구를 못하는 사람을 희화하는것 같아서 보기 힘듭니다축구를 안하면 공 낙하지점을 못 잡고 킥을 못차고 골키퍼를 억지로 하다 중요한 순간에 교체될 수 있습니다 중 고등 학생 시절에는 축구를 싫어해도 어쩔 수 없이 축구를 해야하는 상황도 있으니까요 하지만 그걸 개그 소재로 사용하는건 잘못됐다고 생각합니다
2호님 미모 실화냐
체육시간에 아예 안 나가고 교실에서 공부하던 친구 있었는데 sky라인 의대 갔는데
중학교때 꼭 한명씩 인문계다니는 축구부애있는데 무조건3학년형들이 뺏어갔음 
개콘이 없어진 이유
 경상도 출신으로서 사투리 킹받네요 전형적인 미디어형 사투리인데 심지어 못함
2호님 연기자예요 왜캐 잘해 그리고 골반이 넓어서 그런지 교복이 섹시해 보이지 
개웃기네 
여자의식형  그거나임 반대전 할때만 2골 넣음 
2호님 이터널스 주연 세르시 배우 닮았어요
아니 2호님 목소리 3호님이랑 너무 비슷한거아닌가요  난 모르겠고 진따 너무 재밌어
형님 40만 Q&A하시죠
유형 오랜만이네요
학교축구 특 못하는애들 수비 세우면 골키퍼랑 수다 떨면서 우리팀 공격해도 수비라인 절대 안올리고 짱 박혀있음
디렉팅 굿이에유
초 2호가 뻐큐 날리네  저거 쌤이봤으면 어케된거 
2호님 얼마 받으셨나요 
점점 연기에 몰입하는 듯
 아니 이거  법규 왜 아무도 언급안함 
과거의 저를 보는 것 같았네요 에이쒸 
진짜님 뱃살땜에 바지지퍼가
이형 전생에 뭐였지
 범생이 왜 공부하면서 풋살화 신고있어 
2호님은지 모르고 3호님 임신전에 찍은건줄 알았네요 자매가 많이 닮았네요
1 아니 어느 시대 일진이길래이게 뭐얔
2호님 완전 강민경닮았어요
아 전부다 우리학교에 있었음
난 일진제외 모든 유형을 경험해봄 
3호님 썸넬 너무 이쁘심
계속3호님인줄 알고 봤네
별로 공감은 안되는데  그냥 연기가 웃김
난 저 남자분도 캐릭터가 너무 웃김
깨알 법규 
공감 
2호님 미모 좋쿠나
 
욕만 없었으면 좋은영상 
디테일 린정
김진짜님 흥진중 졸업하셨어요 동창이네 
아니 무슨 연기만 계속 늘어 이쯤되면 생활연기
싱글벙글 
2호님수고하시네요
여자 애들이 옆에 있으면 너프 되는 거 국룰
 
 이거 보고 눈물 났다
4분 15초에 축구하자는 데 농구공 들고 있는 거 실화
수능 6일 남았답니다
김진짜 음문석아니냐 
아 3호님이 와이프셨지 영상보면서 2호님이 사모님인줄 알고 본
단순 자매라서 123호가 아니었군요 깜놀 이정도면 진짜님도 가끔 헷갈리실듯
키 안되서 공중볼 못따는 서러움 
우리 학교는 전부다 유형9번 애들만 모은듯
2호님 보고 호다닥 뛰어옴
추천 안줄수가 없다
찐따역할은 이미 대한민국 최고임
2호님 나이가교복 완전 잘 어울리네요
아나공
 아닠 우는연기 넼
무에타이형도 넣어주세요  발이랑 손이랑 같이올라가는
메시빙의형이 없네 
넘웃김
축구원해요 하고 공을 빵 차야되는데 
 와중에 바지  안잠기는거봐
 2호님 법규
 꼬발로 차는 디테일 
대한민국 찐따연기 레전드 
2호님 예쁜것보소
1 연기 졸라 잘하자넠둘 다 미쳤다곹
코빅보다 재밌네♡♡♡
진짜 똑같네 
흥진중교복이네 산본시절 생각난다
형바지 지퍼 배 안들어가서 넣은거 절대 아니지
2호님 이쁘셔
와 어떻게 저렇게 개찐따같짘
진짜 이쁘다 2호님
2호님 되게 원지안 배우님 닮음
형 우리학교 교복 마인데 흥진중 
2호님 되게 오랜만 이다
모짜렐라
앜
2호님 미모 무엇
 형 이 장면을 위해 그동안 살찌운거야빌드업이 과르디올라 급이네
이것이 진정한 야랄인가
공만 오면 멀리만 차는애도 있음
 아흫흫흫 너무잼잇덩
3호님인줄 알았는데  2호님이시군요 근데 너무 예쁘세요 
와 저 흥진중 교복  시금치라고 입기 엄청싫었는데 
진따 그자체 
 평행세계의 이호
왜 이리 제대로 된 유형이 없죠
아 진짜 나 찐따처럼 저런 적 있는데 그거 또 재연해주니까 킹받네 PTSD온다 축구 잘해서 좋겠다 김진짜 
웃음소리가 더 
2호님 약간 이터널스 여자 주인공 닮음
2호님이 이리 아리따웠던가
 
교복바지 안잠긴거  웃기네 
학교 다닐때 특히 남자는 축구를 잘해야 인기가 많지 공 못차는 애들 보면 사람취급 안하는게 학창시절 남자들 특징
분명 2호님 오늘을 기다리셨을겁니다
2호님 교복 
 순간 인직인줄 알았네
2호기 웰케이쁘지
와 지린다
형님 일찐연기는 영 아니신거같아요
축구화 빌려달라는 새끼 꼭 있었음 그것도 모래바닥이라 뽕 다 갈리는데 슈발
축구화 빌려가놓고 꼭 집에 처들고 가는 얘들있음
이쯤대면 진따 멘탈이 얼마나 강할까
축구하자면서 농구고들고이는거킹받네
영상에 나온게 3호님이 아니구나
아 진짜 2호님이었구나 난 사모님인줄
개재수없어 진심이 느껴짐 
게스트로 연예인 온줄 알았음
형 여자친구가 외국인인데 형 영상 너무 좋아해그래서 그런데 영어 자막생성 해 줄수 있어요
유형 디지게많내 
와 2호님 목소리 3호님하고 똑같음
 진짜형님 피셜 농구는 찐따들의 고유 스포츠다
2호님 목소리가 3호님이랑 똑같누 3호님이 목소리 더빙한줄 
진따형이런말 하면 안되지만누가 본캐고 누가 부캐인지 모르겠어
내 생각 나서 또 울었다
일진은 슬리퍼를 신고 합니다 형님찐따는 디테일이 미쳤던데
아나공  한표입니다 
예전에도 한번 2호님이 대신 나오신 것 같은데 무슨 영상이었더라
 소름돋았다…
왜 김찐따가 나왔어  진짜형 데려와 
제가 상상으로만 축구 했습니다
 오른쪽 잘 보면 손가락이 
2호님 존예여
 오른쪽 손가락을 유심히 보세요
피파에서까지 보내욯
2호님 내일 채널서 뵙겠습니다
#16 하라는 축구는 안하고 농구하는 학생들형 근데 농구 잘함
찐따형님 2호님 소개시켜줄수
저기 7분쯤 저기 의왕인데 저여기 레슨 받아봐서
