0
축구할 때는 서로 배려해서 즐겁게♥나부터 돌아봐야겠다능Ps 웃자고 만든 영상이니 너무 살벌하게 욕하지 말긔 찐스타그램https//wwwinstagramcom/kimjinjja10/hl=ko3호스타그램https//wwwinstagramcom/yj__dong/hl=ko문의qksdidhkdwk@navercom
김진짜님 너무 웃겨용요즘같이 화나는 일들만 있는데덕분에 실컷 웃고 가네요   연기도 분석도 짱👍👍👍
이 형은 진짜 축구 재밌게 설명해주고 이해도 겁나 잘됨 꼭 구독자 많아졌으면 좋겠다
진짜형진짜 개꿀잼컨텐츠 진짜 잘 잡았다 형형 영상은 축구에 대한 냉철하고 정확한 분석뿐만이 아니라 찐따'미'에서 나오는 재미 때론 진솔하고 나 같은 어린친구들에게 귀감이 되는얘기까지 더불어 아리따운 형수님까지 너무 재밌어요
진짜 미친듯이 웃었네요공감백배내용들임 김진짜 오늘 진짜 졸잼인정 진짜화이팅
결국 팀의 소통과 교감이 안 되면 조기축구회는 지옥 김진짜님 가발 찰떡  고마워요 웃음이 필요한 시기네요
처음 왔다고 쉬게 하는것도 진짜 공감개인적으로 원래 포지션 안주고 계속 풀백만 시키는거이런 컨텐츠 너무 좋네요 웃고갑니다
김진짜님은 목소리도 좋으시고 축구분석도 잘해주시고 개그감각도 너무 좋으심 처음씬 착하고 잘참는 찐따캐릭 너무 잘 소화하심  개웃경
영상 너무 재밌게 봤습니다 보통 슛포러브 이벤트 할때만 댓글 다는데 찐공감해서 댓글 답니다 덕분에 진짜 축구 영상 늘 재밌게 보고 있어요 김찐따 아아아니 김진짜 화이팅
진짜님이 웬만한 예능 pd들보다 기획력 좋으신듯 넘 재밌어요 
사모님 진짜 너무 잘 웃네 다른 것보다 이게 제일 부럽다 김진짜어떻게 저렇게 잘 웃지 남이 하면 억지로 한 것 같은 웃음을 진짜 자연스럽게 내네
다른것보다 3호님 웃음소리 듣고 사는게 너무 부럽다
김진짜는 머리도 좋고 성격도온화하고 생긴것도 귀엽고 위트넘치고 연기도 잘하고 아내도 이쁘고다 가진남자다 정말
 100퍼 이해 갑니다3호님 웃음 소리는 언제나 힐링 
저도 동네축구 자주하는데 정말 여기 나와있는 유형들 모두 본것 같네요  진짜 웃기게 잘 표현 하셨네요 재밌게 보고 갑니다  항상 재밌고 유익한 영상들 올려주셔서 감사합니다 앞으로도 좋은 영상 많이 많이 올려주시길 기대할게요 화이팅 하십시오
3호님 촬영하시면서 방청객웃음 사운드까지 채워주시니 영상이 너무 완벽하네요 
형 영상 너무 재밌어 요즘에 형 영상 너무 재밌어서  다 챙겨봐 근데 가끔은 쉬어도 돼 너무 무리하지마 형  나는 형 오래 보고 싶단 말야 유튜브 요즘에 잘되서 너무 흐믓하고 앞으로도 유튜브 승승장구하자 형 올해 새해복 많이 받고 매일 행복한 하루만 가득하길 바랄게 화이팅
꽁트도 재미있고  3호님 웃음소리도 너무 귀여워요  ♥
이형영상 처음볼때 생각나네 그땐 축구용어도 가르쳐주면서 전문성 보여줘서 와 하고 봤다면 지금은 축구예능 이스타보다 더 웃겨지고 있음 
찐따님 오랜만이네요 넘 반가워여 기다렸어요   겁나 뿜었네  진짜님 연기도 대단하신듯 이런 컨텐츠도 너무 좋습니당 김진짜 최고👍🏼👍🏼👍🏼
처음 김진짜 = 진지한 축구분석유튜버현재 = 축잘알동네형
아니  진짜 형 예전부터 보던 시청자로써 요줌 너무 재밌어 특히 이 영상은 몇백만명 몇천만명 몇억명 넘게 봐야돼 큐큨큨큐큐
꿀잼이네요 다른 축구채널과 확연하게 다른 루트를 개척하시네여 진짜형 재미+전문성 다 가져가네 크으
현직 조기축구 회원인데 모두 공감합니다 조기축구에서 살아남는 방법은 회원들과 친해지는 처세술이 필요 합니다
요즘 한시간 영상 만드는게 유행이던데3호님 1시간동안 웃는영상 올려주세요
진따의 군대 짬 축구 성장기 0 김진따 이병0 0 김진따 일병종종 짬을 망각0 김진따 상말사실상 실세0 김진따 병장0 김진따 말년병장평소에 축구 안하는데 심심해서 하는 축구0 전역한 김진따 사회초년생말년병장 습관 그대로0 김진따 행보관0 김진따 사단장
존나 웃기네 진짴 처음부터 끝까지 계속 웃음
채널 폭파당하고도 이렇게 빨리 회복하는건 김진짜님이 유일한 듯
이 형 진짜 개그맨 해도 되겠다 
어떤 사람은 웃음소리가 과해서 귀에 거슬리는 경우도 있는데 3호님 웃음소리는 진짜 듣기 좋아요  웃음소리가 영상의 퀄리티를 올리네요
진짜형 노딱땜에 된통당하고나서 이제는 거의 100% 자체제작 이번 진따동생컨셉은 뭥미
극혐이 많네요3호님 웃을때 웃음포인트에요계속 같이 빵터졌어요역시 👍👍👍👍👍
회비 진짜 끈질기게 안내는 사람 은근많음 
아 찐따형 오늘 하루 중 제일 크게 웃었네 
계속봐도 너무 공감 됨 
아팀 관리하고있어서 회비랑 마지막 날강두형 격하게 공감된다하 이 십장생들 진짜 꼭 이런날 인원 다 땡겨도 10명임
점점 김진짜거 웃쏘가 되어가고 있어
대단 하시다 저런 유형분들 다 계시던데 연기도 잘하시고 축구도 잘하시고 멋져요 😆👍
하나씩 끝날 때 쯤 3호님 웃음소리 진짜 매력적
