0
EPL 곧 재개 설렌다  다들 손 잘 씻고 곧 라이브에서 봐여 사랑해
김진짜 원래 이런 채널이 아니라 축구지식 풍부한 영상이었는데 이젠 재미까지 김진짜 어디까지 갈꺼야
이 형님 채널 오랜만에 봤는데 예전엔 분명히 전문적으로 뭐 막 설명해주는 개멋있는 형이였는데 지금 개웃기네 진땈
이 컨텐츠의 진짜는 진짜님 아내분의 웃음소리
난 진짜형 컨텐츠면 무조건 들어오고 따봉 누르고 감상한다 이건 형수님과 처형들이 더 행복해지시길 바라는 맘이다  일개 축구 유튜버 치곤 컨텐츠 퀄과 기획 다양성 너무 훌륭해요 일개가 아님 정말 와센스 장난 아님
간간히 보고있습니다 아내분께서 찐으로 웃으시는게 너무 재밌네요
진짜 개웃김  개막하면 생방보는 재미도 기다려집니다 형님
훌리건형 진짜 미쳤넼 영혼이 잠시 들어온 듯 고증 너무 잘됨 
축구 보는데 옆에서 3호님이 빨래 개는 진짜형 인생 성공하셨네요
아내분 너무 미인이시고 인상도 너무 좋으신 듯  김진짜님 저런 모습도 사랑해주시고  부럽네요  너무 잘 어울리심
김진짜 그냥 똘똘하기만 한놈인지 알았는데 끼가 아주 그냥 장난이 아니네  개그맨해도 손색이 없을만한 연기력과 끼 
 3호님 연기력 무엇 딕션 성량 표정 흠잡을데없네 
허정무 공감 백프로다 진짴 그놈의 하프라인슛
김진짜  미친 연기력  
3번 상황은 진짜 개공감 4시 45분 피곤해 뒤질것 같아서 눈은 떴는데 못일어나니 전반은 버리고 후반만 보자고 하고 눈뜨면 아침  만약 후반전부터 보면 경기 골 터져있고하면 더 흥미진진함 그래서 개인적으로 축구는 전밤 20부터 시작이고 본 게임은 후반 20분부터 개꿀잼임 
오늘 처음보는데 진짜 웃기네  있는 유형 다모아놨다
3호님 웃음소리 너무 매력적이셔  ️️
이거 몇번이나 봤는지 기분 안 좋을때 보면 기분 업됩니다 진짜 리얼 우리 모습 그대로 
 이거 5시에 일어나서 다시 자는거랑 78시에 일어나고 똥싸면서 하이라이트 보는거 개씹공감
